Date,5375,5600,6400,6600,6775,6800,6825,6850,6875,6900,6925,6950,6975,7000,7025,7050,7075,7100,7125,7150,7175,7200,7225,7250,7275,7300,7325
08/08/2018,8.5,11,31,41,53,55,57,59.5,62,64,67,69.5,72.5,75.5,78.5,81.5,85,88.5,92.5,96.5,100.5,105,109.5,114.5,119.5,125,130.5
09/08/2018,8,10.5,29.5,38.5,50,52,54,56,58.5,60.5,63,65.5,68.5,71,74,77.5,80.5,84,87.5,91.5,95.5,99.5,104,108.5,113.5,119,124
10/08/2018,11,14.5,40,52.5,66.5,69,71.5,74.5,77,80,83,86,89.5,93,96.5,100.5,104,108.5,112.5,117,122,127,132.5,138,143.5,149.5,156
13/08/2018,11.5,15.5,42.5,55.5,71,73.5,76,79,81.5,84.5,88,91,94.5,98.5,102,106,110,114.5,119,124,129,134,139.5,145.5,151.5,157.5,164
14/08/2018,11,15,42.5,56,72,75,77.5,80.5,83.5,87,90,93.5,97.5,101,105,109.5,113.5,118,123,128,133.5,139,144.5,150.5,157,163.5,170.5
15/08/2018,15,20,58,77,99,103,107,111,115,119.5,124,129,134,139.5,145,150.5,156.5,162.5,169,176,183,190.5,198.5,206.5,215,223.5,232.5
16/08/2018,12,16,45,59,76.5,79.5,82.5,85.5,89,92.5,96,100,104,108,112.5,117,121.5,127,132,137.5,143.5,149.5,155.5,162.5,169.5,176.5,184
17/08/2018,11.5,15.5,44,58,75.5,78,81,84.5,88,91.5,95,99,103,107,111.5,116,121,126,131.5,137,143,149,155.5,162.5,169.5,177,184.5
20/08/2018,9,12,35.5,47.5,62,64.5,67,69.5,72.5,75.5,78.5,82,85.5,89,93,97,101,105.5,110,115,120.5,125.5,131.5,137.5,144,150.5,157.5
21/08/2018,9,12,35,47,61.5,64,66.5,69.5,72.5,75.5,78.5,82,85.5,89.5,93,97.5,101.5,106.5,111,116.5,121.5,127.5,133.5,139.5,146.5,153.5,160.5
22/08/2018,9,12,35,46.5,61,63.5,66,69,71.5,75,78,81.5,85,88.5,92.5,96.5,101,105.5,110,115,120.5,126,132,138.5,145,151.5,159
23/08/2018,9,11.5,34.5,46,61,63.5,66,68.5,71.5,74.5,78,81.5,85,89,92.5,97,101.5,106,111,116,121.5,127.5,133.5,139.5,146.5,153.5,161
24/08/2018,8,10.5,31.5,42.5,56,58.5,61,63.5,66,69,72,75.5,78.5,82,86,90,94,98.5,103,108,113,118.5,124.5,130.5,136.5,143.5,150.5
27/08/2018,8,10.5,31.5,42.5,56,58.5,61,63.5,66,69,72,75.5,78.5,82,86,90,94,98.5,103,108,113,118.5,124.5,130.5,136.5,143.5,150.5
28/08/2018,7,9,27.5,37,49.5,51.5,54,56,58.5,61.5,64,67,70,73,76.5,80,84,88,92,96.5,101.5,106,111.5,117,122.5,129,135.5
29/08/2018,8.5,11,32.5,44,58,60.5,63,66,69,72,75,78.5,82,86,89.5,94,98.5,103,108,113,118.5,124.5,130.5,137,143.5,150.5,158
30/08/2018,9,12,36,49,65,68,71,74,77.5,80.5,84.5,88,92.5,96.5,101,106,111,116,121.5,127.5,133.5,140,147,154,161.5,169.5,178
31/08/2018,10,13,41.5,57.5,77.5,81,84.5,88.5,92.5,97,101.5,106,111,116.5,122,127.5,133.5,140,146.5,153.5,161,169,177,185.5,194.5,204,213.5
03/09/2018,8.5,11.5,36,50,67,70,73,76.5,79.5,83.5,87,91,95.5,100,104.5,109.5,114.5,120,125.5,131.5,138,144.5,151.5,159,166.5,175,183.5
04/09/2018,9.5,13,40,55,74,77,80.5,84,88,92,96,100.5,105.5,110,115.5,120.5,126.5,132.5,138.5,145.5,152,159.5,167,175,183.5,192.5,201.5
05/09/2018,12,15.5,47.5,64.5,86,89.5,93.5,97.5,102,106.5,111,116,121.5,127,132.5,139,145,152,159,166.5,174,182,190.5,199.5,209,219,229
06/09/2018,13,17.5,53,72.5,97,101,105.5,110,115,120,125.5,131,137,143,149.5,156.5,164,171.5,179,187.5,196,205.5,215,225,235,246,257.5
07/09/2018,13,17.5,53.5,73.5,98.5,103,107.5,112.5,117.5,123,128.5,134.5,141,147.5,154.5,161.5,169.5,177.5,185.5,194.5,203.5,213.5,223.5,234,245,256.5,268.5
